Hawker Centre,Stall No,Approx. Stall Area (sqm),Trade,Tendered Bid (per month),Month of Tender
BLK 93 TOA PAYOH LORONG 4,01-09,6.5,POULTRY,228,Sep-2023
BLK 93 TOA PAYOH LORONG 4,01-10,6.5,FROZEN GOODS,50,Apr-2019
BLK 93 TOA PAYOH LORONG 4,01-10,6.5,FROZEN GOODS,190,May-2023
BUKIT TIMAH MARKET,01-32,4.64,FRESH SEAFOOD,208,Oct-2021
BUKIT TIMAH MARKET,01-37,4.64,BEANCAKES & NOODLES,60,Dec-2019
BUKIT TIMAH MARKET,01-40,4.64,ASSORTED SPICES,108,Apr-2019
BUKIT TIMAH MARKET,01-54,4.64,FLOWERS,908,Apr-2021
BUKIT TIMAH MARKET,01-55,4.64,FLOWERS,808,Apr-2021
BUKIT TIMAH MARKET,01-19,4.64,FRESH SEAFOOD,450,Jul-2019
BUKIT TIMAH MARKET,01-20,4.64,FROZEN GOODS,201,Aug-2020
BUKIT TIMAH MARKET,01-20,4.64,FROZEN GOODS,498,Mar-2021
BUKIT TIMAH MARKET,01-10,8.51,FRESH SEAFOOD,1300,Jan-2018
BUKIT TIMAH MARKET,01-10,8.51,FRESH SEAFOOD,22,Aug-2019
BUKIT TIMAH MARKET,01-10,8.51,FRESH SEAFOOD,210,Aug-2020
COMMONWEALTH CRESCENT MARKET,01-33,6.95,HALAL FROZEN GOODS,11,Apr-2021
COMMONWEALTH CRESCENT MARKET,01-34,6.95,PROCESSED RAW SEAFOOD,8,Jan-2021
COMMONWEALTH CRESCENT MARKET,01-43,6.95,PROCESSED RAW SEAFOOD,2,Mar-2019
COMMONWEALTH CRESCENT MARKET,01-43,6.95,FRESH SEAFOOD,20,Nov-2019
COMMONWEALTH CRESCENT MARKET,01-43,6.95,FRESH SEAFOOD,68,Oct-2021
COMMONWEALTH CRESCENT MARKET,01-43,6.95,FRESH SEAFOOD,8,Oct-2024
COMMONWEALTH CRESCENT MARKET,01-44,6.95,POULTRY,10,Feb-2021
COMMONWEALTH CRESCENT MARKET,01-44,6.95,HALAL BEEF,20,Jan-2023
COMMONWEALTH CRESCENT MARKET,01-44,6.95,MUTTON,120,Jun-2023
COMMONWEALTH CRESCENT MARKET,01-45,6.95,VEGETABLES,45,Mar-2023
COMMONWEALTH CRESCENT MARKET,01-46,6.95,WHOLE FRUITS,168,Dec-2022
COMMONWEALTH CRESCENT MARKET,01-47,6.95,WHOLE FRUITS,60,Aug-2019
COMMONWEALTH CRESCENT MARKET,02-48,6.95,WHOLE FRUITS,30,Aug-2020
COMMONWEALTH CRESCENT MARKET,01-57,6.95,FROZEN GOODS,100,Aug-2024
COMMONWEALTH CRESCENT MARKET,01-58,6.95,BEANCAKES & NOODLES,188,Feb-2021
COMMONWEALTH CRESCENT MARKET,01-59,6.95,POULTRY,2,Sep-2024
COMMONWEALTH CRESCENT MARKET,01-60,6.95,POULTRY,2,Sep-2024
COMMONWEALTH CRESCENT MARKET,01-63,6.95,PORK,10,Feb-2021
COMMONWEALTH CRESCENT MARKET,01-23,6.95,ASSORTED SPICES,60,May-2021
COMMONWEALTH CRESCENT MARKET,01-05,6.95,ASSORTED SPICES,271,Oct-2020
COMMONWEALTH CRESCENT MARKET,01-05,6.95,ASSORTED SPICES,40,May-2021
HOLLAND VILLAGE MARKET,01-50,3.8,EGGS,228,Nov-2022
HOLLAND VILLAGE MARKET,01-51,3.8,BEANCAKES & NOODLES,1,Jan-2023
HOLLAND VILLAGE MARKET,01-51,3.8,BEANCAKES & NOODLES,88,Oct-2024
HOLLAND VILLAGE MARKET,01-52,3.8,FRESH SEAFOOD,108,May-2021
HOLLAND VILLAGE MARKET,01-52,3.8,BEANCAKES & NOODLES,11,Nov-2023
HOLLAND VILLAGE MARKET,01-53,3.8,HALAL POULTRY,200,Feb-2022
HOLLAND VILLAGE MARKET,01-53,3.8,ASSORTED SPICES,120,Jan-2024
HOLLAND VILLAGE MARKET,01-54,3.8,FROZEN GOODS,158,Jan-2024
HOLLAND VILLAGE MARKET,01-57,3.8,VEGETABLES,68,Nov-2020
HOLLAND VILLAGE MARKET,01-57,3.8,VEGETABLES,288,Apr-2021
HOLLAND VILLAGE MARKET,01-57,3.8,VEGETABLES,28,Jan-2022
HOLLAND VILLAGE MARKET,01-57,3.8,VEGETABLES,8,Feb-2024
HOLLAND VILLAGE MARKET,01-58,3.8,VEGETABLES,68,Nov-2020
HOLLAND VILLAGE MARKET,01-58,3.8,VEGETABLES,104,Mar-2021
HOLLAND VILLAGE MARKET,01-58,3.8,VEGETABLES,362,Oct-2021
HOLLAND VILLAGE MARKET,01-58,3.8,VEGETABLES,90,Dec-2022
HOLLAND VILLAGE MARKET,01-59,3.8,VEGETABLES,220,Oct-2020
HOLLAND VILLAGE MARKET,01-67,3.8,WHOLE FRUITS,320,Jul-2020
HOLLAND VILLAGE MARKET,01-68,3.8,WHOLE FRUITS,320,Jul-2020
NORTH BRIDGE ROAD MARKET,01-38,5.28,FRESH SEAFOOD,28,May-2021
NORTH BRIDGE ROAD MARKET,01-38,5.28,FRESH SEAFOOD,30,Apr-2024
NORTH BRIDGE ROAD MARKET,01-40,5.28,FRESH SEAFOOD,48.88,Nov-2019
NORTH BRIDGE ROAD MARKET,01-40,5.28,FRESH SEAFOOD,88,Jul-2021
NORTH BRIDGE ROAD MARKET,01-40,5.28,FRESH SEAFOOD,38.96,Feb-2023
NORTH BRIDGE ROAD MARKET,01-42,5.28,FRESH SEAFOOD,88,Jul-2021
NORTH BRIDGE ROAD MARKET,01-42,5.28,FRESH SEAFOOD,109,Feb-2023
NORTH BRIDGE ROAD MARKET,01-44,5.28,FROZEN GOODS,38,Jan-2022
NORTH BRIDGE ROAD MARKET,01-48,5.28,HALAL FROZEN GOODS,42,Oct-2020
NORTH BRIDGE ROAD MARKET,01-49,5.28,FROZEN GOODS,38,Jan-2019
NORTH BRIDGE ROAD MARKET,01-49,5.28,HALAL FROZEN GOODS,30,Dec-2022
NORTH BRIDGE ROAD MARKET,01-50,5.28,FROZEN GOODS,38,Jan-2019
NORTH BRIDGE ROAD MARKET,01-50,5.28,HALAL FROZEN GOODS,90,Nov-2022
NORTH BRIDGE ROAD MARKET,01-54,5.28,VEGETABLES,208,Dec-2021
NORTH BRIDGE ROAD MARKET,01-54,5.28,VEGETABLES,101,Feb-2023
NORTH BRIDGE ROAD MARKET,01-54,5.28,VEGETABLES,8.8,Jun-2024
NORTH BRIDGE ROAD MARKET,01-55,5.28,WHOLE FRUITS,386,Dec-2021
NORTH BRIDGE ROAD MARKET,01-57,5.28,HALAL FROZEN GOODS,25,Apr-2019
NORTH BRIDGE ROAD MARKET,01-57,5.28,HALAL FROZEN GOODS,10,Nov-2024
NORTH BRIDGE ROAD MARKET,01-58,5.28,HALAL FROZEN GOODS,91,Apr-2022
NORTH BRIDGE ROAD MARKET,01-59,5.28,HALAL FROZEN GOODS,51,Apr-2022
NORTH BRIDGE ROAD MARKET,01-13,5.28,MUTTON,10,Jul-2020
NORTH BRIDGE ROAD MARKET,01-14,5.28,FROZEN GOODS,10,Jul-2020
NORTH BRIDGE ROAD MARKET,01-18,5.28,FRESH SEAFOOD,80,Nov-2021
NORTH BRIDGE ROAD MARKET,01-20,5.28,FROZEN GOODS,12,Jan-2019
NORTH BRIDGE ROAD MARKET,01-20,5.28,FRESH SEAFOOD,38,Dec-2021
NORTH BRIDGE ROAD MARKET,01-20,5.28,PROCESSED RAW SEAFOOD,13,Oct-2024
NORTH BRIDGE ROAD MARKET,01-21,5.28,FROZEN GOODS,22,Jul-2018
NORTH BRIDGE ROAD MARKET,01-21,5.28,FROZEN GOODS,48,Aug-2022
NORTH BRIDGE ROAD MARKET,01-22,5.28,POULTRY,38,Jan-2024
NORTH BRIDGE ROAD MARKET,01-23,5.28,VEGETABLES,123,Apr-2024
NORTH BRIDGE ROAD MARKET,01-24,5.28,VEGETABLES,300,Apr-2024
